id,dias_viaje,presupuesto,intereses,origen_turista,idioma,grupo,region_preferida,destino_principal,temporada,instruction,input,output
308,14,bajo,relax,España,español,pareja,todo el país,Cusco + Lima + Mancora,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja pareja, 14 días, presupuesto bajo, intereses: relax, región preferida: todo el país, destino: Cusco + Lima + Mancora, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de relax.
Día 6: Día libre para explorar según intereses de relax.
Día 7: Día libre para explorar según intereses de relax.
Día 8: Día libre para explorar según intereses de relax.
Día 9: Día libre para explorar según intereses de relax.
Día 10: Día libre para explorar según intereses de relax.
Día 11: Día libre para explorar según intereses de relax.
Día 12: Día libre para explorar según intereses de relax.
Día 13: Día libre para explorar según intereses de relax.
Día 14: Día libre para explorar según intereses de relax.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
309,14,medio,gastronomía,España,español,grupo de amigos,selva,Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja grupo de amigos, 14 días, presupuesto medio, intereses: gastronomía, región preferida: selva, destino: Iquitos, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada a Iquitos. Paseo por el Malecón Tarapoto.
Día 2: Reserva Nacional Pacaya-Samiria: avistamiento de fauna.
Día 3: Canopy y kayak por tributarios del Amazonas.
Día 4: Visita a comunidades nativas. Medicina tradicional.
Día 5: Mercado de Belén. Vuelo de regreso.
Día 6: Día libre para explorar según intereses de gastronomía.
Día 7: Día libre para explorar según intereses de gastronomía.
Día 8: Día libre para explorar según intereses de gastronomía.
Día 9: Día libre para explorar según intereses de gastronomía.
Día 10: Día libre para explorar según intereses de gastronomía.
Día 11: Día libre para explorar según intereses de gastronomía.
Día 12: Día libre para explorar según intereses de gastronomía.
Día 13: Día libre para explorar según intereses de gastronomía.
Día 14: Día libre para explorar según intereses de gastronomía.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
310,14,medio,gastronomía,España,español,adultos mayores,costa,Paracas,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja adultos mayores, 14 días, presupuesto medio, intereses: gastronomía, región preferida: costa, destino: Paracas, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada a Paracas. Reserva Nacional: tour en lancha a Islas Ballestas.
Día 2: Buggy por las dunas de Huacachina.
Día 3: Sobrevuelo a las Líneas de Nazca (opcional).
Día 4: Día libre para explorar según intereses de gastronomía.
Día 5: Día libre para explorar según intereses de gastronomía.
Día 6: Día libre para explorar según intereses de gastronomía.
Día 7: Día libre para explorar según intereses de gastronomía.
Día 8: Día libre para explorar según intereses de gastronomía.
Día 9: Día libre para explorar según intereses de gastronomía.
Día 10: Día libre para explorar según intereses de gastronomía.
Día 11: Día libre para explorar según intereses de gastronomía.
Día 12: Día libre para explorar según intereses de gastronomía.
Día 13: Día libre para explorar según intereses de gastronomía.
Día 14: Día libre para explorar según intereses de gastronomía.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
311,14,medio,mixto,España,español,adultos mayores,selva,Tarapoto,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja adultos mayores, 14 días, presupuesto medio, intereses: mixto, región preferida: selva, destino: Tarapoto, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
312,14,medio,mixto,España,español,grupo de amigos,selva,Iquitos,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja grupo de amigos, 14 días, presupuesto medio, intereses: mixto, región preferida: selva, destino: Iquitos, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada a Iquitos. Paseo por el Malecón Tarapoto.
Día 2: Reserva Nacional Pacaya-Samiria: avistamiento de fauna.
Día 3: Canopy y kayak por tributarios del Amazonas.
Día 4: Visita a comunidades nativas. Medicina tradicional.
Día 5: Mercado de Belén. Vuelo de regreso.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
313,14,alto,gastronomía,España,español,grupo de amigos,costa,Paracas,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja grupo de amigos, 14 días, presupuesto alto, intereses: gastronomía, región preferida: costa, destino: Paracas, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada a Paracas. Reserva Nacional: tour en lancha a Islas Ballestas.
Día 2: Buggy por las dunas de Huacachina.
Día 3: Sobrevuelo a las Líneas de Nazca (opcional).
Día 4: Día libre para explorar según intereses de gastronomía.
Día 5: Día libre para explorar según intereses de gastronomía.
Día 6: Día libre para explorar según intereses de gastronomía.
Día 7: Día libre para explorar según intereses de gastronomía.
Día 8: Día libre para explorar según intereses de gastronomía.
Día 9: Día libre para explorar según intereses de gastronomía.
Día 10: Día libre para explorar según intereses de gastronomía.
Día 11: Día libre para explorar según intereses de gastronomía.
Día 12: Día libre para explorar según intereses de gastronomía.
Día 13: Día libre para explorar según intereses de gastronomía.
Día 14: Día libre para explorar según intereses de gastronomía.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
314,14,alto,gastronomía,España,español,pareja,selva,Manu,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja pareja, 14 días, presupuesto alto, intereses: gastronomía, región preferida: selva, destino: Manu, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de gastronomía.
Día 6: Día libre para explorar según intereses de gastronomía.
Día 7: Día libre para explorar según intereses de gastronomía.
Día 8: Día libre para explorar según intereses de gastronomía.
Día 9: Día libre para explorar según intereses de gastronomía.
Día 10: Día libre para explorar según intereses de gastronomía.
Día 11: Día libre para explorar según intereses de gastronomía.
Día 12: Día libre para explorar según intereses de gastronomía.
Día 13: Día libre para explorar según intereses de gastronomía.
Día 14: Día libre para explorar según intereses de gastronomía.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
315,14,alto,mixto,España,español,grupo de amigos,costa,Paracas,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja grupo de amigos, 14 días, presupuesto alto, intereses: mixto, región preferida: costa, destino: Paracas, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada a Paracas. Reserva Nacional: tour en lancha a Islas Ballestas.
Día 2: Buggy por las dunas de Huacachina.
Día 3: Sobrevuelo a las Líneas de Nazca (opcional).
Día 4: Día libre para explorar según intereses de mixto.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
316,14,alto,mixto,España,español,familia con niños,sierra,Cusco,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja familia con niños, 14 días, presupuesto alto, intereses: mixto, región preferida: sierra, destino: Cusco, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de mixto.
Día 6: Día libre para explorar según intereses de mixto.
Día 7: Día libre para explorar según intereses de mixto.
Día 8: Día libre para explorar según intereses de mixto.
Día 9: Día libre para explorar según intereses de mixto.
Día 10: Día libre para explorar según intereses de mixto.
Día 11: Día libre para explorar según intereses de mixto.
Día 12: Día libre para explorar según intereses de mixto.
Día 13: Día libre para explorar según intereses de mixto.
Día 14: Día libre para explorar según intereses de mixto.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
317,14,lujo,naturaleza,España,español,pareja,sierra,Machu Picchu,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja pareja, 14 días, presupuesto lujo, intereses: naturaleza, región preferida: sierra, destino: Machu Picchu, temporada: lluvia (noviembre-abril), idioma: español.","Día 1: Llegada a Cusco. Aclimatación, mate de coca, paseo por la Plaza de Armas.
Día 2: City tour Cusco: Sacsayhuamán, Qorikancha y Mercado de San Pedro.
Día 3: Tren a Aguas Calientes. Tarde libre explorando el pueblo.
Día 4: Amanecer en Machu Picchu. Visita guiada a la ciudadela inca.
Día 5: Regreso a Cusco. Visita al Valle Sagrado: Pisac y Ollantaytambo.
Día 6: Día libre en Cusco o excursión a la Montaña Arcoíris.
Día 7: Vuelo de regreso desde Cusco.
Día 8: Día libre para explorar según intereses de naturaleza.
Día 9: Día libre para explorar según intereses de naturaleza.
Día 10: Día libre para explorar según intereses de naturaleza.
Día 11: Día libre para explorar según intereses de naturaleza.
Día 12: Día libre para explorar según intereses de naturaleza.
Día 13: Día libre para explorar según intereses de naturaleza.
Día 14: Día libre para explorar según intereses de naturaleza.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
318,14,lujo,naturaleza,España,español,adultos mayores,costa,Huacachina,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja adultos mayores, 14 días, presupuesto lujo, intereses: naturaleza, región preferida: costa, destino: Huacachina, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de naturaleza.
Día 6: Día libre para explorar según intereses de naturaleza.
Día 7: Día libre para explorar según intereses de naturaleza.
Día 8: Día libre para explorar según intereses de naturaleza.
Día 9: Día libre para explorar según intereses de naturaleza.
Día 10: Día libre para explorar según intereses de naturaleza.
Día 11: Día libre para explorar según intereses de naturaleza.
Día 12: Día libre para explorar según intereses de naturaleza.
Día 13: Día libre para explorar según intereses de naturaleza.
Día 14: Día libre para explorar según intereses de naturaleza.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
319,14,lujo,cultura,España,español,familia con niños,todo el país,Cusco + Lima + Mancora,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja familia con niños, 14 días, presupuesto lujo, intereses: cultura, región preferida: todo el país, destino: Cusco + Lima + Mancora, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.
Día 4: Chinchero y talleres de tejido tradicional.
Día 5: Día libre para explorar según intereses de cultura.
Día 6: Día libre para explorar según intereses de cultura.
Día 7: Día libre para explorar según intereses de cultura.
Día 8: Día libre para explorar según intereses de cultura.
Día 9: Día libre para explorar según intereses de cultura.
Día 10: Día libre para explorar según intereses de cultura.
Día 11: Día libre para explorar según intereses de cultura.
Día 12: Día libre para explorar según intereses de cultura.
Día 13: Día libre para explorar según intereses de cultura.
Día 14: Día libre para explorar según intereses de cultura.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
320,14,lujo,cultura,España,español,pareja,sierra,Huaraz,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de España, viaja pareja, 14 días, presupuesto lujo, intereses: cultura, región preferida: sierra, destino: Huaraz, temporada: seca (mayo-octubre), idioma: español.","Día 1: Llegada a Huaraz. Aclimatación en la ciudad.
Día 2: Laguna 69: trekking de alta montaña.
Día 3: Chavín de Huántar: sitio arqueológico andino.
Día 4: Laguna Churup y Callejón de Huaylas.
Día 5: Día libre para explorar según intereses de cultura.
Día 6: Día libre para explorar según intereses de cultura.
Día 7: Día libre para explorar según intereses de cultura.
Día 8: Día libre para explorar según intereses de cultura.
Día 9: Día libre para explorar según intereses de cultura.
Día 10: Día libre para explorar según intereses de cultura.
Día 11: Día libre para explorar según intereses de cultura.
Día 12: Día libre para explorar según intereses de cultura.
Día 13: Día libre para explorar según intereses de cultura.
Día 14: Día libre para explorar según intereses de cultura.

Alojamiento sugerido: hotel de lujo 5 estrellas (~$250+/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
321,3,bajo,mixto,Brasil,portugués,solo,selva,Manu,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja solo, 3 días, presupuesto bajo, intereses: mixto, región preferida: selva, destino: Manu, temporada: lluvia (noviembre-abril), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
322,3,bajo,mixto,Brasil,portugués,grupo de amigos,selva,Puerto Maldonado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja grupo de amigos, 3 días, presupuesto bajo, intereses: mixto, región preferida: selva, destino: Puerto Maldonado, temporada: seca (mayo-octubre), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
323,3,bajo,naturaleza,Brasil,portugués,adultos mayores,selva,Puerto Maldonado,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja adultos mayores, 3 días, presupuesto bajo, intereses: naturaleza, región preferida: selva, destino: Puerto Maldonado, temporada: seca (mayo-octubre), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
324,3,bajo,naturaleza,Brasil,portugués,pareja,selva,Puerto Maldonado,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja pareja, 3 días, presupuesto bajo, intereses: naturaleza, región preferida: selva, destino: Puerto Maldonado, temporada: lluvia (noviembre-abril), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hostal económico (~$20-30/noche)
Tip para pareja: Reserva cenas románticas con vista panorámica.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
325,3,medio,gastronomía,Brasil,portugués,adultos mayores,sierra,Cusco,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja adultos mayores, 3 días, presupuesto medio, intereses: gastronomía, región preferida: sierra, destino: Cusco, temporada: seca (mayo-octubre), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para adultos mayores: Prefiere rutas con poco desnivel y toma días de aclimatación extra.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
326,3,medio,gastronomía,Brasil,portugués,grupo de amigos,selva,Iquitos,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja grupo de amigos, 3 días, presupuesto medio, intereses: gastronomía, región preferida: selva, destino: Iquitos, temporada: lluvia (noviembre-abril), idioma: portugués.","Día 1: Llegada a Iquitos. Paseo por el Malecón Tarapoto.
Día 2: Reserva Nacional Pacaya-Samiria: avistamiento de fauna.
Día 3: Canopy y kayak por tributarios del Amazonas.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
327,3,medio,naturaleza,Brasil,portugués,familia con niños,costa,Paracas,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja familia con niños, 3 días, presupuesto medio, intereses: naturaleza, región preferida: costa, destino: Paracas, temporada: seca (mayo-octubre), idioma: portugués.","Día 1: Llegada a Paracas. Reserva Nacional: tour en lancha a Islas Ballestas.
Día 2: Buggy por las dunas de Huacachina.
Día 3: Sobrevuelo a las Líneas de Nazca (opcional).

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para familia con niños: Elige actividades de bajo impacto físico y lleva snacks.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
328,3,medio,naturaleza,Brasil,portugués,solo,sierra,Valle Sagrado,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja solo, 3 días, presupuesto medio, intereses: naturaleza, región preferida: sierra, destino: Valle Sagrado, temporada: lluvia (noviembre-abril), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel 3 estrellas (~$60-90/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
329,3,alto,relax,Brasil,portugués,grupo de amigos,sierra,Lago Titicaca,lluvia (noviembre-abril),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja grupo de amigos, 3 días, presupuesto alto, intereses: relax, región preferida: sierra, destino: Lago Titicaca, temporada: lluvia (noviembre-abril), idioma: portugués.","Día 1: Llegada a Puno desde Cusco (tren o bus panorámico).
Día 2: Tour en bote a las Islas Flotantes de los Uros.
Día 3: Isla Taquile, almuerzo con vista al lago, textilería local.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para grupo de amigos: Los tours privados suelen salir más económicos en grupo.
Nota de temporada: Lleva ropa impermeable y evita rutas de alta montaña en días de lluvia intensa.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
330,3,alto,relax,Brasil,portugués,solo,costa,Líneas de Nazca,seca (mayo-octubre),"Genera un itinerario turístico personalizado para el Perú basado en el perfil del viajero. El itinerario debe incluir actividades por día, recomendaciones de transporte, alojamiento según presupuesto y tips culturales relevantes.","Turista de Brasil, viaja solo, 3 días, presupuesto alto, intereses: relax, región preferida: costa, destino: Líneas de Nazca, temporada: seca (mayo-octubre), idioma: portugués.","Día 1: Llegada y aclimatación. Plaza de Armas y San Blas.
Día 2: Sacsayhuamán y Qorikancha.
Día 3: Valle Sagrado: Pisac, Ollantaytambo.

Alojamiento sugerido: hotel boutique 4 estrellas (~$120-180/noche)
Tip para solo: Únete a tours grupales para conocer otros viajeros.
Nota de temporada: Es la mejor época para trekking y fotografía. Reserva con anticipación.
Transporte recomendado: combis locales para presupuesto bajo; taxi/remisse para comodidad."
